canonical_smiles,molregno,synonyms,assay_id,standard_value,standard_type,standard_units
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,2213354,Tomivosertib,1804484,5.26,pCC50,
CCCC(CCC)C(=O)O,15217,Valproic acid,1804484,1.167,pCC50,
COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,2341613,,1804484,8.291,pCC50,
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,6579,Chloroquine,1804485,10000.0,Ki,nM
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,469763,Clemastine,1804485,223.87,Ki,nM
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,429737,,1804485,15848.93,Ki,nM
COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,80081,,1804485,478.63,Ki,nM
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,2228183,,1804485,10000.0,Ki,nM
O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,1033892,,1804486,298.7,AUC cytotoxicity,
O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,425006,,1804486,263.4,AUC cytotoxicity,
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2335425,,1804486,160.6,AUC cytotoxicity,
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,275631,,1804486,179.8,AUC cytotoxicity,
C[C@@H](C1CCCCC1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccc(C#N)cc3)ccc21,2260454,,1804486,261.6,AUC cytotoxicity,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,12428,Azithromycin,1804486,223.9,AUC cytotoxicity,
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,598444,,1804486,276.3,AUC cytotoxicity,
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,Captopril,1804486,271.9,AUC cytotoxicity,
Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,2056749,,1804486,169.1,AUC cytotoxicity,
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,469763,Clemastine,1804486,255.7,AUC cytotoxicity,
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,418427,,1804486,302.0,AUC cytotoxicity,
COc1ccc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1,2078366,,1804486,233.0,AUC cytotoxicity,
COC1CC/C=C/c2cccc(c2)C(CCNC(=O)OC(C)(C)C)OC(=O)C2CCCN(N2)C(=O)C(C)NC(=O)C(C(C)C)NC(=O)C1C,2341617,,1804486,252.4,AUC cytotoxicity,
Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=NC2CC(N)=O,2257622,,1804486,193.2,AUC cytotoxicity,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,336913,,1804486,185.5,AUC cytotoxicity,
c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,1047410,,1804486,145.8,AUC cytotoxicity,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,2341612,,1804486,208.9,AUC cytotoxicity,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,77456,Dextromethorphan,1804486,296.5,AUC cytotoxicity,
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,1429542,,1804486,249.1,AUC cytotoxicity,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3859,Haloperidol,1804486,332.5,AUC cytotoxicity,
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,429737,,1804486,234.6,AUC cytotoxicity,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,173,Indomethacin,1804486,286.6,AUC cytotoxicity,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,1282795,,1804486,181.5,AUC cytotoxicity,
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,230659,Lisinopril,1804486,261.9,AUC cytotoxicity,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,110803,Loratadine,1804486,223.1,AUC cytotoxicity,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,9495,Lovastatin,1804486,236.4,AUC cytotoxicity,
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,419032,Luminespib,1804486,161.6,AUC cytotoxicity,
CN(C)C(=N)NC(=N)N,369464,Metformin,1804486,305.4,AUC cytotoxicity,
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,608601,Midostaurin,1804486,144.2,AUC cytotoxicity,
COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2056370,,1804486,175.5,AUC cytotoxicity,
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1,2299061,,1804486,158.2,AUC cytotoxicity,
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,7289,,1804486,279.9,AUC cytotoxicity,
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,338934,Nitazoxanide,1804486,238.4,AUC cytotoxicity,
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,34197,Olanzapine,1804486,304.4,AUC cytotoxicity,
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,686684,Onalespib,1804486,170.7,AUC cytotoxicity,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,489525,,1804486,255.2,AUC cytotoxicity,
COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,80081,,1804486,285.4,AUC cytotoxicity,
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,2228183,,1804486,274.2,AUC cytotoxicity,
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,76984,Pepstatin,1804486,262.3,AUC cytotoxicity,
O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,2248659,,1804486,218.2,AUC cytotoxicity,
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,364141,Pimozide,1804486,182.0,AUC cytotoxicity,
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,19737,,1804486,236.6,AUC cytotoxicity,
CC(C)CC1NC(=O)C(Cc2cn(Cc3ccc(Br)cc3)c3ccccc23)N(C)C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C(CCC#N)OC(=O)C(C)N(C)C1=O,2341616,,1804486,110.8,AUC cytotoxicity,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3666,,1804486,233.5,AUC cytotoxicity,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,923,Sirolimus,1804486,161.5,AUC cytotoxicity,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,485738,Ribavirin,1804486,252.5,AUC cytotoxicity,
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,10989,,1804486,215.6,AUC cytotoxicity,
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,42503,,1804486,244.3,AUC cytotoxicity,
COC(=O)C1(c2ccc(C)cc2)CC1CN1CCC(O)(c2ccccc2)CC1,372037,,1804486,261.2,AUC cytotoxicity,
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1153572,Ruxolitinib,1804486,248.3,AUC cytotoxicity,
COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,1566719,Apabetalone,1804486,281.9,AUC cytotoxicity,
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,1926946,Sapanisertib,1804486,102.0,AUC cytotoxicity,
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,692515,,1804486,225.5,AUC cytotoxicity,
C=CC(C)CC1NC(=O)C(CC(C)C)N(C)C(=O)C(C)N(C)C(=O)C(C(C)CC)NC(=O)C(C(O)C(C)C)NC(=O)C2CCCCN2C(=O)C(C)N(C)C1=O,2341615,,1804486,173.3,AUC cytotoxicity,
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,2213354,Tomivosertib,1804486,245.9,AUC cytotoxicity,
CCCC(CCC)C(=O)O,15217,Valproic acid,1804486,235.1,AUC cytotoxicity,
COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,2341613,,1804486,105.2,AUC cytotoxicity,
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,6579,Chloroquine,1804487,9120.11,Ki,nM
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,469763,Clemastine,1804487,19.95,Ki,nM
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,429737,,1804487,15488.17,Ki,nM
COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,80081,,1804487,23442.29,Ki,nM
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,2228183,,1804487,31622.78,Ki,nM
O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,1033892,,1804488,1.064,AUC Ratio,
O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,425006,,1804488,0.98,AUC Ratio,
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2335425,,1804488,0.5479999999999999,AUC Ratio,
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,275631,,1804488,0.4733,AUC Ratio,
C[C@@H](C1CCCCC1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccc(C#N)cc3)ccc21,2260454,,1804488,1.151,AUC Ratio,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,12428,Azithromycin,1804488,0.899,AUC Ratio,
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,598444,,1804488,1.1,AUC Ratio,
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,Captopril,1804488,0.986,AUC Ratio,
Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,2056749,,1804488,0.604,AUC Ratio,
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,469763,Clemastine,1804488,1.3430000000000002,AUC Ratio,
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,418427,,1804488,1.3519999999999999,AUC Ratio,
COc1ccc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1,2078366,,1804488,1.126,AUC Ratio,
COC1CC/C=C/c2cccc(c2)C(CCNC(=O)OC(C)(C)C)OC(=O)C2CCCN(N2)C(=O)C(C)NC(=O)C(C(C)C)NC(=O)C1C,2341617,,1804488,1.054,AUC Ratio,
Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=NC2CC(N)=O,2257622,,1804488,0.7759999999999999,AUC Ratio,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,336913,,1804488,0.3082,AUC Ratio,
c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,1047410,,1804488,0.773,AUC Ratio,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,2341612,,1804488,1.182,AUC Ratio,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,77456,Dextromethorphan,1804488,1.093,AUC Ratio,
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,1429542,,1804488,1.033,AUC Ratio,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3859,Haloperidol,1804488,1.248,AUC Ratio,
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,429737,,1804488,1.675,AUC Ratio,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,173,Indomethacin,1804488,1.024,AUC Ratio,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,1282795,,1804488,1.055,AUC Ratio,
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,230659,Lisinopril,1804488,1.037,AUC Ratio,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,110803,Loratadine,1804488,0.9671,AUC Ratio,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,9495,Lovastatin,1804488,0.9640000000000001,AUC Ratio,
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,419032,Luminespib,1804488,0.941,AUC Ratio,
CN(C)C(=N)NC(=N)N,369464,Metformin,1804488,1.043,AUC Ratio,
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,608601,Midostaurin,1804488,0.2848,AUC Ratio,
COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2056370,,1804488,0.787,AUC Ratio,
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1,2299061,,1804488,0.9857,AUC Ratio,
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,7289,,1804488,0.9259999999999999,AUC Ratio,
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,338934,Nitazoxanide,1804488,1.178,AUC Ratio,
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,34197,Olanzapine,1804488,1.054,AUC Ratio,
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,686684,Onalespib,1804488,0.9640000000000001,AUC Ratio,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,489525,,1804488,0.9129999999999999,AUC Ratio,
COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,80081,,1804488,2.131,AUC Ratio,
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,2228183,,1804488,1.1340000000000001,AUC Ratio,
CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,76984,Pepstatin,1804488,0.838,AUC Ratio,
O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,2248659,,1804488,0.997,AUC Ratio,
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,364141,Pimozide,1804488,0.9590000000000001,AUC Ratio,
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,19737,,1804488,0.8690000000000001,AUC Ratio,
CC(C)CC1NC(=O)C(Cc2cn(Cc3ccc(Br)cc3)c3ccccc23)N(C)C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C(CCC#N)OC(=O)C(C)N(C)C1=O,2341616,,1804488,1.033,AUC Ratio,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3666,,1804488,0.818,AUC Ratio,
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,923,Sirolimus,1804488,0.68,AUC Ratio,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,485738,Ribavirin,1804488,1.015,AUC Ratio,
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,10989,,1804488,0.968,AUC Ratio,
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,42503,,1804488,0.96,AUC Ratio,
COC(=O)C1(c2ccc(C)cc2)CC1CN1CCC(O)(c2ccccc2)CC1,372037,,1804488,0.773,AUC Ratio,
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1153572,Ruxolitinib,1804488,0.7859999999999999,AUC Ratio,
COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,1566719,Apabetalone,1804488,0.9615,AUC Ratio,
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,1926946,Sapanisertib,1804488,0.3097,AUC Ratio,
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,692515,,1804488,1.043,AUC Ratio,
C=CC(C)CC1NC(=O)C(CC(C)C)N(C)C(=O)C(C)N(C)C(=O)C(C(C)CC)NC(=O)C(C(O)C(C)C)NC(=O)C2CCCCN2C(=O)C(C)N(C)C1=O,2341615,,1804488,1.345,AUC Ratio,
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,2213354,Tomivosertib,1804488,1.065,AUC Ratio,
CCCC(CCC)C(=O)O,15217,Valproic acid,1804488,0.7847,AUC Ratio,
COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,2341613,,1804488,1.2309999999999999,AUC Ratio,
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,123534,Duvoglustat,1804489,,Activity,
O=C(O)c1cc(-c2ccc(/C=C3/SC(=S)N(Cc4ccccc4)C3=O)o2)ccc1Cl,970298,,1804489,,Activity,
O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,425006,,1804489,,Activity,
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2335425,,1804489,,Activity,
C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,470423,,1804489,,Activity,
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O,275631,,1804489,,Activity,
C[C@@H](C1CCCCC1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccc(C#N)cc3)ccc21,2260454,,1804489,,Activity,
CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,57636,,1804489,,Activity,
CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,24305,,1804489,,Activity,
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,598444,,1804489,,Activity,
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,444750,Captopril,1804489,,Activity,
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,117805,,1804489,,Activity,
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,27340,Chloramphenicol,1804489,,Activity,
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,469763,Clemastine,1804489,,Activity,
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,418427,,1804489,,Activity,
COc1ccc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1,2078366,,1804489,,Activity,
COC1CC/C=C/c2cccc(c2)C(CCNC(=O)OC(C)(C)C)OC(=O)C2CCCN(N2)C(=O)C(C)NC(=O)C(C(C)C)NC(=O)C1C,2341617,,1804489,,Activity,
Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=NC2CC(N)=O,2257622,,1804489,,Activity,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,336913,,1804489,,Activity,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,2341612,,1804489,,Activity,
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,77456,Dextromethorphan,1804489,,Activity,
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,1429542,,1804489,,Activity,
O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,169457,,1804489,,Activity,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3859,Haloperidol,1804489,,Activity,
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,104385,,1804489,,Activity,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,173,Indomethacin,1804489,,Activity,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,1282795,,1804489,,Activity,
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,230659,Lisinopril,1804489,,Activity,
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,110803,Loratadine,1804489,,Activity,
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,105181,Merimepodib,1804489,,Activity,
CN(C)C(=N)NC(=N)N,369464,Metformin,1804489,,Activity,
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,608601,Midostaurin,1804489,,Activity,
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],51042,Minoxidil,1804489,,Activity,
COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,2056370,,1804489,,Activity,
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,68396,Mycophenolic acid,1804489,,Activity,
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1,2299061,,1804489,,Activity,
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,7289,,1804489,,Activity,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,489525,,1804489,,Activity,
COc1cccc2c1CCCC2CCCN1CCN(C2CCCCC2)CC1,80081,,1804489,,Activity,
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,2228183,,1804489,,Activity,
O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,2248659,,1804489,,Activity,
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,649637,Ponatinib,1804489,,Activity,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,12825,Progesterone,1804489,,Activity,
